START_POSITION,FG_PCT,REB,AST,STL,BLK,PTS
1.0,0.3,1.0,1.0,0.0,0.0,7.0
2.0,0.364,15.0,1.0,0.0,0.0,8.0
3.0,0.0,5.0,3.0,1.0,1.0,0.0
3.0,0.5,8.0,8.0,2.0,0.0,25.0
4.0,0.2,1.0,0.0,0.0,0.0,2.0
4.0,0.0,2.0,3.0,0.0,0.0,4.0
4.0,0.2,1.0,0.0,0.0,1.0,3.0
4.0,0.5,0.0,0.0,1.0,0.0,8.0
4.0,0.5,2.0,1.0,0.0,0.0,6.0
4.0,0.5,7.0,1.0,0.0,0.0,5.0
4.0,0.5,0.0,1.0,0.0,0.0,4.0
4.0,0.75,1.0,1.0,1.0,0.0,7.0
1.0,0.231,12.0,5.0,1.0,0.0,13.0
1.0,0.391,5.0,4.0,0.0,0.0,31.0
2.0,0.5,9.0,3.0,0.0,1.0,16.0
3.0,0.167,4.0,4.0,1.0,0.0,4.0
3.0,0.444,2.0,2.0,0.0,0.0,14.0
4.0,0.5,2.0,0.0,0.0,1.0,4.0
4.0,0.0,0.0,2.0,0.0,0.0,0.0
4.0,0.4,6.0,0.0,0.0,0.0,7.0
4.0,1.0,2.0,0.0,0.0,1.0,8.0
4.0,1.0,3.0,0.0,0.0,0.0,3.0
1.0,0.538,4.0,2.0,2.0,0.0,18.0
1.0,0.2,8.0,2.0,0.0,0.0,8.0
2.0,0.429,5.0,3.0,0.0,3.0,6.0
3.0,0.545,4.0,1.0,1.0,0.0,12.0
3.0,0.4,5.0,9.0,2.0,0.0,27.0
4.0,0.833,10.0,1.0,2.0,1.0,11.0
4.0,0.571,2.0,1.0,0.0,0.0,8.0
4.0,0.5,2.0,4.0,1.0,0.0,15.0
4.0,0.0,2.0,0.0,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,5.0,3.0,0.0,1.0,19.0
1.0,0.75,9.0,2.0,1.0,1.0,15.0
2.0,0.2,8.0,4.0,3.0,2.0,5.0
3.0,0.375,1.0,2.0,1.0,0.0,8.0
3.0,0.579,3.0,11.0,2.0,0.0,29.0
4.0,0.3,6.0,1.0,0.0,0.0,7.0
4.0,0.421,0.0,2.0,0.0,0.0,19.0
4.0,0.4,5.0,5.0,1.0,0.0,7.0
4.0,1.0,3.0,0.0,0.0,1.0,2.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.4,5.0,2.0,0.0,0.0,4.0
1.0,0.5,3.0,3.0,2.0,2.0,23.0
2.0,0.889,16.0,3.0,3.0,2.0,20.0
3.0,0.636,1.0,4.0,1.0,0.0,20.0
3.0,0.429,4.0,6.0,1.0,0.0,23.0
4.0,0.4,8.0,3.0,1.0,1.0,10.0
4.0,1.0,1.0,5.0,0.0,1.0,5.0
4.0,0.333,3.0,2.0,1.0,0.0,8.0
4.0,0.714,2.0,1.0,0.0,0.0,11.0
4.0,0.0,1.0,1.0,1.0,1.0,0.0
4.0,0.0,0.0,2.0,0.0,0.0,0.0
4.0,1.0,1.0,0.0,0.0,0.0,2.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,1.0,0.0,0.0,0.0,0.0,3.0
1.0,0.3,3.0,2.0,0.0,0.0,8.0
1.0,0.533,15.0,3.0,1.0,0.0,21.0
2.0,0.25,3.0,0.0,1.0,2.0,3.0
3.0,0.45,8.0,7.0,0.0,0.0,22.0
3.0,0.357,3.0,3.0,2.0,0.0,17.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0
4.0,0.125,3.0,1.0,0.0,0.0,2.0
4.0,0.375,3.0,0.0,0.0,1.0,6.0
4.0,0.4,2.0,0.0,1.0,3.0,5.0
4.0,0.0,3.0,0.0,0.0,0.0,0.0
1.0,0.308,6.0,1.0,0.0,0.0,12.0
1.0,0.333,11.0,5.0,0.0,1.0,11.0
2.0,0.5,2.0,0.0,0.0,3.0,2.0
3.0,0.333,3.0,3.0,0.0,0.0,7.0
3.0,0.727,1.0,2.0,0.0,0.0,16.0
4.0,0.0,8.0,3.0,1.0,1.0,2.0
4.0,0.5,5.0,7.0,0.0,0.0,14.0
4.0,0.333,1.0,0.0,0.0,0.0,8.0
4.0,0.4,4.0,0.0,0.0,0.0,4.0
4.0,0.556,5.0,1.0,0.0,0.0,16.0
1.0,0.5,7.0,1.0,0.0,0.0,14.0
1.0,0.25,5.0,1.0,1.0,0.0,7.0
2.0,0.577,16.0,6.0,0.0,2.0,35.0
3.0,0.571,3.0,0.0,1.0,0.0,12.0
3.0,0.615,2.0,8.0,1.0,1.0,17.0
4.0,0.25,1.0,2.0,0.0,1.0,5.0
4.0,0.0,8.0,1.0,0.0,0.0,2.0
4.0,0.25,1.0,0.0,0.0,0.0,2.0
4.0,0.6,2.0,0.0,0.0,1.0,7.0
4.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,0.75,4.0,0.0,1.0,0.0,8.0
1.0,0.55,11.0,3.0,2.0,1.0,29.0
2.0,0.333,7.0,1.0,0.0,0.0,5.0
3.0,0.571,7.0,4.0,0.0,0.0,19.0
3.0,0.391,8.0,11.0,2.0,1.0,23.0
4.0,0.667,2.0,6.0,1.0,0.0,17.0
4.0,0.4,3.0,2.0,0.0,0.0,5.0
4.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,0.25,2.0,1.0,1.0,0.0,3.0
4.0,1.0,0.0,0.0,0.0,0.0,2.0
1.0,0.545,9.0,0.0,1.0,0.0,14.0
1.0,0.444,3.0,4.0,0.0,0.0,11.0
2.0,0.6,5.0,0.0,0.0,0.0,10.0
3.0,0.462,2.0,1.0,1.0,0.0,15.0
3.0,0.182,2.0,3.0,2.0,2.0,7.0
4.0,0.333,5.0,1.0,1.0,1.0,9.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,0.2,4.0,0.0,1.0,1.0,2.0
4.0,0.0,0.0,5.0,0.0,0.0,1.0
4.0,0.375,5.0,2.0,0.0,1.0,9.0
4.0,0.5,1.0,1.0,0.0,0.0,7.0
4.0,0.2,1.0,5.0,0.0,0.0,2.0
4.0,0.75,2.0,0.0,0.0,0.0,10.0
4.0,0.667,6.0,2.0,0.0,0.0,5.0
1.0,0.429,2.0,3.0,2.0,0.0,16.0
1.0,0.5,7.0,0.0,2.0,2.0,18.0
2.0,0.0,5.0,4.0,2.0,0.0,2.0
3.0,0.444,5.0,3.0,1.0,0.0,12.0
3.0,0.6,6.0,6.0,1.0,1.0,22.0
4.0,0.667,5.0,1.0,1.0,1.0,15.0
4.0,0.4,2.0,2.0,3.0,0.0,5.0
4.0,1.0,3.0,3.0,1.0,3.0,12.0
4.0,0.8,1.0,4.0,1.0,0.0,8.0
4.0,0.25,3.0,1.0,0.0,1.0,3.0
4.0,1.0,3.0,2.0,0.0,0.0,4.0
4.0,0.0,2.0,2.0,0.0,0.0,0.0
4.0,0.5,2.0,0.0,0.0,0.0,9.0
4.0,1.0,2.0,2.0,0.0,0.0,4.0
4.0,1.0,1.0,0.0,0.0,0.0,6.0
1.0,0.25,4.0,1.0,1.0,0.0,7.0
1.0,0.0,6.0,1.0,1.0,0.0,2.0
2.0,0.714,12.0,1.0,0.0,0.0,22.0
3.0,0.438,5.0,5.0,2.0,0.0,29.0
3.0,0.429,3.0,8.0,1.0,0.0,21.0
4.0,0.333,4.0,1.0,1.0,0.0,7.0
4.0,0.0,3.0,2.0,0.0,0.0,0.0
4.0,0.333,7.0,1.0,0.0,2.0,2.0
4.0,0.333,3.0,0.0,1.0,0.0,6.0
4.0,0.0,2.0,1.0,1.0,0.0,0.0
4.0,0.5,3.0,0.0,0.0,0.0,3.0
1.0,0.182,12.0,6.0,1.0,3.0,9.0
1.0,0.5,7.0,0.0,1.0,0.0,4.0
2.0,0.526,13.0,2.0,1.0,0.0,35.0
3.0,0.333,2.0,4.0,2.0,0.0,22.0
3.0,0.5,7.0,1.0,0.0,0.0,10.0
4.0,0.0,2.0,0.0,1.0,0.0,0.0
4.0,0.4,3.0,2.0,0.0,0.0,4.0
4.0,0.286,8.0,3.0,2.0,0.0,12.0
1.0,0.533,3.0,1.0,1.0,0.0,21.0
1.0,0.333,6.0,0.0,3.0,1.0,6.0
2.0,0.5,7.0,0.0,1.0,3.0,8.0
3.0,0.5,7.0,6.0,2.0,0.0,26.0
3.0,0.444,3.0,11.0,0.0,0.0,11.0
4.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,0.5,6.0,0.0,0.0,0.0,13.0
4.0,0.333,2.0,0.0,2.0,0.0,5.0
4.0,0.4,4.0,3.0,1.0,0.0,5.0
4.0,0.333,7.0,1.0,1.0,0.0,8.0
1.0,0.5,4.0,3.0,1.0,0.0,20.0
1.0,0.286,7.0,1.0,1.0,5.0,7.0
2.0,0.545,5.0,2.0,0.0,1.0,16.0
3.0,0.3,9.0,9.0,1.0,2.0,6.0
3.0,0.182,3.0,5.0,1.0,0.0,10.0
4.0,0.5,2.0,0.0,1.0,0.0,6.0
4.0,0.833,2.0,1.0,0.0,0.0,11.0
4.0,0.25,0.0,0.0,0.0,1.0,3.0
4.0,0.667,2.0,2.0,0.0,1.0,4.0
4.0,0.5,2.0,3.0,1.0,0.0,5.0
4.0,0.25,4.0,0.0,0.0,0.0,2.0
4.0,0.0,2.0,0.0,0.0,0.0,0.0
1.0,0.474,6.0,2.0,3.0,0.0,29.0
1.0,0.429,8.0,2.0,0.0,0.0,18.0
2.0,0.467,6.0,6.0,0.0,1.0,20.0
3.0,0.5,6.0,1.0,2.0,0.0,18.0
3.0,0.462,6.0,7.0,2.0,1.0,16.0
4.0,0.5,4.0,1.0,0.0,0.0,6.0
4.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,0.333,1.0,0.0,0.0,0.0,3.0
4.0,1.0,2.0,0.0,0.0,0.0,3.0
1.0,0.333,4.0,1.0,1.0,0.0,12.0
1.0,0.571,3.0,2.0,0.0,3.0,11.0
2.0,0.5,14.0,0.0,0.0,0.0,5.0
3.0,0.611,3.0,6.0,1.0,2.0,29.0
3.0,0.476,4.0,8.0,2.0,1.0,24.0
4.0,1.0,3.0,1.0,0.0,0.0,6.0
4.0,0.6,2.0,1.0,0.0,0.0,8.0
4.0,1.0,5.0,2.0,0.0,0.0,15.0
4.0,0.429,1.0,1.0,1.0,0.0,8.0
4.0,0.0,0.0,3.0,1.0,1.0,0.0
1.0,0.0,6.0,5.0,2.0,0.0,0.0
1.0,0.652,3.0,6.0,1.0,1.0,38.0
2.0,0.6,9.0,1.0,0.0,0.0,6.0
3.0,0.455,5.0,5.0,0.0,0.0,26.0
3.0,0.769,7.0,8.0,2.0,0.0,27.0
4.0,0.857,3.0,2.0,1.0,1.0,13.0
4.0,0.286,1.0,2.0,0.0,0.0,5.0
4.0,0.333,1.0,0.0,2.0,0.0,2.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.667,0.0,0.0,1.0,0.0,4.0
4.0,0.0,0.0,2.0,0.0,0.0,0.0
1.0,0.474,6.0,2.0,1.0,0.0,28.0
1.0,0.4,4.0,1.0,2.0,0.0,9.0
2.0,0.667,6.0,1.0,1.0,0.0,20.0
3.0,0.333,1.0,3.0,0.0,0.0,3.0
3.0,0.421,6.0,8.0,1.0,0.0,25.0
4.0,0.167,3.0,0.0,1.0,0.0,3.0
4.0,0.5,2.0,0.0,1.0,1.0,2.0
4.0,0.2,3.0,3.0,0.0,0.0,2.0
4.0,0.667,6.0,0.0,2.0,2.0,5.0
4.0,1.0,1.0,0.0,1.0,0.0,2.0
4.0,1.0,5.0,1.0,0.0,2.0,4.0
1.0,0.5,6.0,2.0,0.0,0.0,24.0
1.0,0.333,2.0,1.0,0.0,0.0,8.0
2.0,0.0,5.0,5.0,0.0,0.0,2.0
3.0,0.4,3.0,5.0,2.0,0.0,10.0
3.0,0.45,10.0,10.0,3.0,1.0,22.0
4.0,0.571,9.0,2.0,1.0,0.0,17.0
4.0,0.2,1.0,2.0,2.0,1.0,4.0
4.0,0.545,7.0,1.0,1.0,0.0,19.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,4.0,1.0,1.0,1.0,17.0
1.0,0.714,5.0,0.0,0.0,0.0,15.0
2.0,0.583,15.0,6.0,1.0,1.0,34.0
3.0,0.0,2.0,1.0,1.0,1.0,0.0
3.0,0.455,11.0,7.0,2.0,0.0,14.0
4.0,0.625,2.0,2.0,1.0,0.0,15.0
4.0,0.0,1.0,7.0,0.0,1.0,0.0
4.0,0.6,2.0,4.0,0.0,0.0,16.0
4.0,0.25,4.0,0.0,0.0,1.0,3.0
1.0,0.5,5.0,3.0,1.0,0.0,11.0
1.0,0.429,5.0,6.0,1.0,1.0,26.0
2.0,0.5,8.0,3.0,1.0,0.0,11.0
3.0,0.636,3.0,1.0,1.0,0.0,18.0
3.0,0.471,1.0,8.0,2.0,1.0,19.0
4.0,0.167,3.0,0.0,1.0,1.0,2.0
4.0,0.4,3.0,1.0,0.0,0.0,6.0
4.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,0.25,0.0,2.0,1.0,0.0,3.0
4.0,0.5,2.0,0.0,0.0,0.0,3.0
1.0,0.5,6.0,1.0,0.0,0.0,11.0
1.0,0.533,6.0,1.0,0.0,1.0,19.0
2.0,0.6,13.0,2.0,2.0,0.0,12.0
3.0,0.286,4.0,2.0,0.0,0.0,6.0
3.0,0.615,8.0,10.0,1.0,0.0,42.0
4.0,0.5,3.0,1.0,1.0,0.0,3.0
4.0,0.5,3.0,0.0,0.0,0.0,10.0
4.0,0.0,5.0,2.0,0.0,0.0,4.0
4.0,0.0,2.0,0.0,0.0,0.0,2.0
4.0,0.444,0.0,2.0,1.0,0.0,9.0
4.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,1.0,0.0,0.0,0.0,0.0,2.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.714,6.0,6.0,0.0,2.0,11.0
1.0,0.632,6.0,2.0,0.0,0.0,28.0
2.0,0.5,8.0,3.0,0.0,0.0,6.0
3.0,0.333,1.0,3.0,1.0,0.0,13.0
3.0,0.318,6.0,10.0,3.0,1.0,24.0
4.0,0.0,2.0,1.0,0.0,1.0,2.0
4.0,0.667,7.0,1.0,2.0,0.0,5.0
4.0,0.0,1.0,3.0,0.0,1.0,0.0
4.0,0.0,4.0,1.0,0.0,1.0,0.0
4.0,0.667,5.0,0.0,2.0,1.0,9.0
4.0,0.2,3.0,1.0,0.0,0.0,4.0
1.0,0.333,3.0,4.0,0.0,0.0,10.0
1.0,0.563,8.0,3.0,1.0,0.0,22.0
2.0,0.5,3.0,6.0,1.0,0.0,5.0
3.0,0.5,0.0,1.0,1.0,2.0,20.0
3.0,0.471,7.0,5.0,3.0,0.0,21.0
4.0,0.556,8.0,3.0,2.0,0.0,12.0
4.0,0.5,4.0,0.0,1.0,0.0,10.0
4.0,0.429,5.0,1.0,1.0,0.0,6.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.462,6.0,0.0,0.0,0.0,14.0
1.0,0.286,6.0,0.0,1.0,2.0,5.0
2.0,0.75,14.0,1.0,1.0,3.0,19.0
3.0,0.391,5.0,6.0,2.0,0.0,26.0
3.0,0.545,3.0,4.0,7.0,0.0,15.0
4.0,0.167,6.0,2.0,1.0,1.0,6.0
4.0,0.5,2.0,4.0,1.0,0.0,13.0
4.0,0.286,6.0,1.0,2.0,0.0,10.0
4.0,0.286,0.0,1.0,1.0,1.0,6.0
4.0,0.0,4.0,0.0,0.0,0.0,1.0
1.0,0.0,5.0,1.0,0.0,1.0,0.0
1.0,0.583,8.0,1.0,0.0,0.0,17.0
2.0,0.6,1.0,0.0,0.0,0.0,8.0
3.0,0.286,3.0,2.0,1.0,0.0,12.0
3.0,0.333,6.0,6.0,2.0,0.0,12.0
4.0,0.5,3.0,3.0,1.0,1.0,12.0
4.0,0.2,5.0,2.0,0.0,0.0,4.0
4.0,0.667,10.0,4.0,0.0,1.0,10.0
4.0,0.6,0.0,0.0,1.0,2.0,6.0
4.0,0.333,1.0,0.0,2.0,0.0,6.0
4.0,0.0,2.0,0.0,0.0,0.0,0.0
4.0,1.0,2.0,0.0,0.0,0.0,2.0
4.0,0.0,2.0,0.0,0.0,0.0,0.0
1.0,0.529,8.0,4.0,1.0,0.0,33.0
1.0,0.6,7.0,2.0,1.0,0.0,6.0
2.0,0.5,3.0,3.0,0.0,1.0,6.0
3.0,0.5,3.0,1.0,0.0,0.0,3.0
3.0,0.385,6.0,13.0,3.0,0.0,16.0
4.0,0.333,1.0,1.0,0.0,0.0,6.0
4.0,0.5,5.0,3.0,0.0,0.0,2.0
4.0,0.625,0.0,1.0,2.0,0.0,29.0
4.0,0.455,8.0,2.0,0.0,2.0,15.0
4.0,0.0,2.0,1.0,0.0,0.0,0.0
4.0,0.5,1.0,0.0,1.0,0.0,4.0
1.0,0.727,3.0,0.0,1.0,0.0,20.0
1.0,0.154,5.0,1.0,0.0,0.0,5.0
2.0,0.333,8.0,2.0,1.0,0.0,2.0
3.0,0.2,5.0,4.0,1.0,0.0,6.0
3.0,0.571,6.0,2.0,1.0,0.0,23.0
4.0,0.25,4.0,4.0,1.0,1.0,3.0
4.0,0.25,3.0,1.0,0.0,0.0,2.0
4.0,0.375,3.0,3.0,2.0,0.0,9.0
4.0,0.333,6.0,1.0,0.0,1.0,8.0
4.0,0.444,1.0,1.0,1.0,0.0,11.0
4.0,1.0,0.0,1.0,1.0,0.0,4.0
4.0,1.0,0.0,0.0,0.0,0.0,3.0
1.0,0.5,2.0,1.0,0.0,0.0,13.0
1.0,0.2,4.0,1.0,1.0,0.0,3.0
2.0,0.4,6.0,1.0,0.0,0.0,4.0
3.0,0.412,2.0,2.0,2.0,0.0,21.0
3.0,0.545,5.0,4.0,0.0,1.0,16.0
4.0,0.333,7.0,2.0,2.0,1.0,13.0
4.0,1.0,2.0,1.0,0.0,0.0,6.0
4.0,0.5,2.0,2.0,0.0,1.0,5.0
4.0,0.333,0.0,5.0,3.0,0.0,4.0
4.0,0.0,2.0,0.0,0.0,1.0,0.0
4.0,0.5,1.0,0.0,0.0,0.0,6.0
4.0,0.333,3.0,1.0,0.0,0.0,2.0
4.0,0.5,0.0,2.0,0.0,0.0,2.0
1.0,0.417,3.0,1.0,0.0,0.0,11.0
1.0,0.4,5.0,1.0,0.0,1.0,5.0
2.0,0.647,9.0,9.0,0.0,0.0,28.0
