START_POSITION,FG_PCT,REB,AST,STL,BLK,PTS
3.0,0.2,3.0,0.0,1.0,0.0,2.0
3.0,0.583,7.0,4.0,3.0,0.0,15.0
4.0,0.667,4.0,4.0,1.0,0.0,12.0
4.0,0.833,1.0,1.0,1.0,0.0,12.0
4.0,0.556,3.0,3.0,2.0,0.0,18.0
4.0,0.556,2.0,4.0,1.0,0.0,13.0
4.0,0.286,10.0,0.0,0.0,0.0,8.0
4.0,0.0,2.0,1.0,0.0,0.0,0.0
4.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.182,9.0,5.0,3.0,1.0,7.0
1.0,0.75,7.0,5.0,0.0,0.0,35.0
2.0,0.4,5.0,0.0,1.0,1.0,4.0
3.0,0.407,8.0,2.0,0.0,0.0,29.0
3.0,0.286,5.0,3.0,3.0,0.0,10.0
4.0,0.5,4.0,2.0,1.0,0.0,4.0
4.0,0.667,1.0,1.0,0.0,1.0,9.0
4.0,0.5,1.0,1.0,1.0,1.0,2.0
4.0,0.0,5.0,0.0,0.0,0.0,0.0
1.0,0.28,11.0,4.0,1.0,1.0,27.0
1.0,0.5,7.0,2.0,1.0,1.0,5.0
2.0,0.333,7.0,0.0,0.0,4.0,4.0
3.0,0.5,6.0,3.0,0.0,0.0,21.0
3.0,0.235,3.0,2.0,2.0,0.0,13.0
4.0,0.429,5.0,3.0,1.0,0.0,8.0
4.0,0.6,2.0,0.0,1.0,1.0,7.0
4.0,0.333,3.0,2.0,1.0,0.0,5.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.571,4.0,4.0,1.0,0.0,22.0
1.0,0.833,11.0,3.0,0.0,0.0,13.0
2.0,0.364,7.0,7.0,1.0,1.0,13.0
3.0,0.435,8.0,2.0,1.0,0.0,27.0
3.0,0.571,6.0,4.0,2.0,0.0,21.0
4.0,0.25,3.0,1.0,1.0,0.0,2.0
4.0,1.0,3.0,1.0,0.0,0.0,4.0
4.0,0.375,1.0,0.0,0.0,1.0,6.0
4.0,0.333,5.0,1.0,0.0,1.0,3.0
1.0,0.421,6.0,3.0,0.0,0.0,26.0
1.0,0.429,2.0,3.0,2.0,2.0,7.0
2.0,0.714,13.0,0.0,3.0,0.0,14.0
3.0,0.421,6.0,4.0,5.0,0.0,22.0
3.0,0.286,1.0,8.0,0.0,0.0,6.0
4.0,0.0,5.0,0.0,1.0,0.0,0.0
4.0,0.2,1.0,2.0,0.0,0.0,4.0
4.0,0.471,3.0,3.0,2.0,0.0,25.0
4.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.667,4.0,0.0,3.0,0.0,14.0
1.0,0.455,11.0,3.0,0.0,0.0,32.0
2.0,0.333,16.0,2.0,1.0,1.0,11.0
3.0,0.667,2.0,3.0,0.0,0.0,24.0
3.0,0.3,4.0,5.0,1.0,0.0,11.0
4.0,0.25,1.0,0.0,0.0,0.0,7.0
4.0,0.286,3.0,1.0,4.0,0.0,6.0
4.0,0.375,3.0,0.0,2.0,0.0,8.0
4.0,0.0,1.0,1.0,0.0,1.0,0.0
4.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.5,5.0,3.0,2.0,0.0,7.0
1.0,0.727,12.0,5.0,0.0,0.0,18.0
2.0,0.667,2.0,0.0,2.0,6.0,20.0
3.0,0.5,2.0,3.0,0.0,1.0,12.0
3.0,0.308,10.0,10.0,0.0,0.0,13.0
4.0,0.818,2.0,1.0,0.0,0.0,27.0
4.0,0.444,0.0,9.0,1.0,1.0,8.0
4.0,0.0,0.0,1.0,1.0,0.0,0.0
4.0,0.6,4.0,1.0,1.0,2.0,13.0
1.0,0.231,4.0,1.0,1.0,1.0,10.0
1.0,0.429,10.0,1.0,1.0,2.0,17.0
2.0,0.333,4.0,2.0,0.0,1.0,4.0
3.0,0.556,11.0,6.0,0.0,1.0,23.0
3.0,0.556,2.0,4.0,2.0,1.0,11.0
4.0,0.75,6.0,1.0,1.0,1.0,8.0
4.0,0.667,1.0,5.0,1.0,0.0,9.0
4.0,0.692,6.0,7.0,0.0,0.0,20.0
4.0,0.0,2.0,2.0,0.0,0.0,0.0
4.0,1.0,2.0,0.0,0.0,0.0,2.0
1.0,0.182,4.0,0.0,1.0,1.0,8.0
1.0,0.545,7.0,2.0,3.0,0.0,17.0
2.0,0.353,17.0,3.0,1.0,3.0,14.0
3.0,0.25,4.0,8.0,0.0,1.0,22.0
3.0,0.4,3.0,2.0,1.0,0.0,8.0
4.0,0.333,2.0,4.0,0.0,0.0,7.0
4.0,0.25,1.0,0.0,0.0,0.0,2.0
4.0,0.333,2.0,0.0,0.0,0.0,6.0
4.0,0.375,3.0,2.0,1.0,0.0,8.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.444,5.0,0.0,0.0,0.0,23.0
1.0,0.125,3.0,0.0,2.0,2.0,4.0
2.0,0.625,9.0,4.0,2.0,3.0,15.0
3.0,0.545,3.0,1.0,0.0,0.0,14.0
3.0,0.471,9.0,10.0,1.0,0.0,22.0
4.0,0.556,4.0,2.0,0.0,0.0,13.0
4.0,0.333,0.0,1.0,1.0,0.0,4.0
4.0,0.4,0.0,0.0,0.0,0.0,4.0
4.0,0.5,5.0,2.0,0.0,1.0,2.0
4.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.4,3.0,11.0,1.0,0.0,5.0
1.0,0.412,3.0,4.0,0.0,1.0,19.0
2.0,0.857,9.0,3.0,1.0,2.0,15.0
3.0,0.5,3.0,1.0,2.0,0.0,21.0
3.0,0.462,4.0,4.0,1.0,0.0,15.0
4.0,0.5,6.0,0.0,0.0,1.0,17.0
4.0,0.5,2.0,1.0,0.0,2.0,3.0
4.0,0.2,4.0,5.0,0.0,0.0,5.0
4.0,0.333,1.0,0.0,0.0,0.0,4.0
4.0,0.667,2.0,0.0,0.0,0.0,8.0
1.0,0.364,8.0,5.0,2.0,0.0,16.0
1.0,0.5,5.0,5.0,0.0,1.0,24.0
2.0,0.818,4.0,3.0,0.0,2.0,20.0
3.0,0.4,3.0,4.0,1.0,1.0,10.0
3.0,0.571,7.0,10.0,0.0,1.0,13.0
4.0,0.6,4.0,2.0,0.0,1.0,15.0
4.0,1.0,3.0,1.0,0.0,0.0,8.0
4.0,0.667,0.0,3.0,2.0,0.0,7.0
4.0,0.375,0.0,1.0,0.0,0.0,14.0
1.0,0.4,6.0,4.0,1.0,0.0,11.0
1.0,0.5,2.0,0.0,1.0,1.0,17.0
2.0,0.643,12.0,7.0,1.0,0.0,25.0
3.0,0.5,2.0,3.0,3.0,0.0,23.0
3.0,0.5,5.0,3.0,2.0,0.0,16.0
4.0,0.333,1.0,0.0,0.0,0.0,2.0
4.0,0.667,3.0,2.0,1.0,0.0,12.0
4.0,0.333,5.0,1.0,0.0,0.0,4.0
4.0,0.5,3.0,1.0,0.0,0.0,7.0
4.0,0.333,0.0,0.0,0.0,0.0,4.0
1.0,0.364,4.0,2.0,0.0,0.0,21.0
1.0,0.8,5.0,0.0,0.0,0.0,11.0
2.0,0.857,16.0,3.0,1.0,3.0,12.0
3.0,0.0,4.0,8.0,5.0,0.0,2.0
3.0,0.526,4.0,3.0,0.0,0.0,28.0
4.0,0.4,6.0,0.0,0.0,0.0,5.0
4.0,0.0,2.0,2.0,0.0,0.0,0.0
4.0,0.25,3.0,2.0,1.0,0.0,4.0
4.0,0.4,3.0,0.0,0.0,0.0,4.0
4.0,0.0,0.0,0.0,0.0,0.0,2.0
1.0,0.5,1.0,0.0,1.0,0.0,5.0
1.0,0.615,9.0,1.0,2.0,3.0,19.0
2.0,1.0,8.0,1.0,2.0,0.0,11.0
3.0,0.0,3.0,0.0,0.0,0.0,2.0
3.0,0.467,4.0,6.0,1.0,0.0,22.0
4.0,0.333,4.0,1.0,2.0,1.0,9.0
4.0,0.0,4.0,1.0,1.0,0.0,1.0
4.0,0.235,5.0,7.0,1.0,0.0,16.0
4.0,0.222,1.0,0.0,0.0,0.0,6.0
1.0,0.409,11.0,3.0,0.0,0.0,21.0
1.0,0.6,4.0,1.0,1.0,1.0,6.0
2.0,0.273,8.0,4.0,2.0,1.0,8.0
3.0,0.333,1.0,2.0,1.0,0.0,5.0
3.0,0.375,2.0,8.0,1.0,1.0,15.0
4.0,0.357,6.0,2.0,2.0,0.0,15.0
4.0,0.333,4.0,1.0,0.0,0.0,8.0
4.0,0.5,1.0,1.0,0.0,1.0,5.0
4.0,0.4,0.0,0.0,0.0,2.0,7.0
4.0,1.0,1.0,0.0,0.0,0.0,2.0
4.0,0.5,1.0,0.0,0.0,0.0,3.0
4.0,0.333,1.0,0.0,0.0,0.0,3.0
4.0,0.5,1.0,3.0,1.0,0.0,4.0
1.0,0.588,9.0,4.0,0.0,0.0,23.0
1.0,0.4,3.0,1.0,1.0,1.0,5.0
2.0,0.625,12.0,0.0,0.0,1.0,10.0
3.0,0.5,5.0,9.0,1.0,1.0,14.0
3.0,0.563,2.0,4.0,0.0,0.0,21.0
4.0,0.7,3.0,4.0,0.0,0.0,16.0
4.0,0.444,11.0,4.0,1.0,3.0,12.0
4.0,0.375,2.0,3.0,0.0,0.0,9.0
4.0,0.333,8.0,4.0,2.0,1.0,7.0
4.0,0.8,1.0,2.0,0.0,1.0,9.0
4.0,0.0,1.0,0.0,1.0,0.0,3.0
1.0,0.111,4.0,0.0,0.0,1.0,2.0
1.0,0.267,8.0,5.0,1.0,0.0,10.0
2.0,0.8,6.0,0.0,0.0,1.0,11.0
3.0,0.333,6.0,1.0,1.0,0.0,5.0
3.0,0.474,3.0,3.0,2.0,0.0,26.0
4.0,0.25,4.0,0.0,1.0,1.0,3.0
4.0,0.5,9.0,3.0,2.0,1.0,15.0
4.0,0.5,1.0,2.0,0.0,0.0,8.0
4.0,0.375,2.0,2.0,1.0,0.0,9.0
4.0,0.333,8.0,1.0,0.0,1.0,7.0
1.0,0.529,5.0,7.0,2.0,1.0,22.0
1.0,0.471,4.0,4.0,1.0,2.0,24.0
2.0,0.5,11.0,1.0,0.0,1.0,6.0
3.0,0.538,4.0,3.0,0.0,0.0,18.0
3.0,0.308,17.0,9.0,5.0,1.0,12.0
4.0,0.0,1.0,0.0,2.0,0.0,0.0
4.0,0.308,2.0,0.0,0.0,0.0,12.0
4.0,0.667,4.0,0.0,0.0,0.0,5.0
4.0,0.5,1.0,1.0,0.0,0.0,5.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.375,4.0,0.0,1.0,0.0,21.0
1.0,0.6,5.0,1.0,2.0,1.0,15.0
2.0,0.667,6.0,2.0,0.0,0.0,22.0
3.0,0.24,6.0,13.0,3.0,0.0,17.0
3.0,0.438,4.0,3.0,1.0,0.0,16.0
4.0,0.333,7.0,1.0,0.0,2.0,2.0
4.0,0.5,3.0,3.0,0.0,0.0,11.0
4.0,1.0,2.0,0.0,0.0,0.0,6.0
4.0,0.5,2.0,0.0,0.0,0.0,3.0
1.0,0.4,11.0,1.0,0.0,2.0,27.0
1.0,0.3,7.0,5.0,1.0,1.0,9.0
2.0,1.0,10.0,3.0,0.0,3.0,12.0
3.0,0.593,8.0,3.0,1.0,0.0,38.0
3.0,0.538,6.0,6.0,3.0,0.0,19.0
4.0,0.333,6.0,2.0,0.0,1.0,8.0
4.0,0.25,1.0,0.0,0.0,0.0,2.0
4.0,0.5,2.0,2.0,0.0,0.0,4.0
4.0,0.5,2.0,0.0,0.0,0.0,3.0
1.0,0.083,7.0,2.0,0.0,0.0,4.0
1.0,0.417,2.0,1.0,2.0,1.0,16.0
2.0,0.2,7.0,0.0,0.0,2.0,2.0
3.0,0.5,6.0,3.0,1.0,0.0,9.0
3.0,0.222,6.0,5.0,6.0,0.0,5.0
4.0,0.5,2.0,2.0,1.0,0.0,5.0
4.0,0.4,5.0,1.0,0.0,0.0,11.0
4.0,1.0,3.0,2.0,1.0,1.0,7.0
4.0,0.25,2.0,0.0,1.0,0.0,2.0
4.0,0.5,2.0,2.0,0.0,1.0,12.0
4.0,0.5,1.0,0.0,0.0,0.0,5.0
1.0,0.25,2.0,3.0,0.0,0.0,3.0
1.0,0.6,7.0,1.0,2.0,4.0,16.0
2.0,0.714,7.0,1.0,0.0,1.0,11.0
3.0,0.333,9.0,1.0,1.0,0.0,9.0
3.0,0.571,2.0,7.0,2.0,0.0,21.0
4.0,0.222,1.0,9.0,5.0,0.0,5.0
4.0,0.538,2.0,1.0,1.0,0.0,17.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.429,7.0,4.0,0.0,1.0,8.0
4.0,1.0,1.0,0.0,0.0,0.0,2.0
4.0,1.0,1.0,0.0,0.0,0.0,3.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.25,1.0,0.0,1.0,0.0,3.0
1.0,0.333,3.0,1.0,1.0,0.0,7.0
1.0,0.25,4.0,0.0,1.0,1.0,6.0
2.0,0.333,9.0,2.0,3.0,1.0,12.0
3.0,0.333,8.0,5.0,2.0,0.0,17.0
3.0,0.375,6.0,7.0,0.0,1.0,20.0
4.0,1.0,0.0,0.0,0.0,0.0,9.0
4.0,0.333,2.0,1.0,0.0,0.0,8.0
4.0,0.429,4.0,2.0,1.0,0.0,9.0
4.0,0.6,14.0,2.0,2.0,1.0,13.0
4.0,0.5,2.0,1.0,0.0,0.0,3.0
1.0,0.5,6.0,1.0,1.0,0.0,14.0
1.0,0.267,15.0,1.0,0.0,1.0,8.0
2.0,0.444,5.0,1.0,1.0,1.0,9.0
3.0,0.333,6.0,2.0,0.0,0.0,9.0
3.0,0.5,5.0,5.0,0.0,0.0,18.0
4.0,0.5,1.0,1.0,1.0,0.0,6.0
4.0,0.333,3.0,1.0,2.0,3.0,11.0
4.0,0.667,4.0,0.0,0.0,1.0,12.0
4.0,0.2,3.0,1.0,1.0,0.0,5.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.714,2.0,1.0,2.0,0.0,13.0
1.0,0.6,5.0,0.0,0.0,2.0,17.0
2.0,0.667,6.0,0.0,1.0,0.0,9.0
3.0,0.412,5.0,7.0,0.0,0.0,17.0
3.0,0.5,4.0,12.0,5.0,0.0,15.0
4.0,0.571,6.0,1.0,1.0,2.0,8.0
4.0,0.308,2.0,2.0,1.0,1.0,10.0
4.0,0.571,7.0,1.0,0.0,0.0,12.0
4.0,0.222,4.0,3.0,0.0,0.0,8.0
4.0,0.8,4.0,1.0,2.0,1.0,10.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.308,8.0,1.0,0.0,2.0,9.0
1.0,0.389,4.0,1.0,0.0,2.0,19.0
2.0,0.333,10.0,1.0,1.0,0.0,5.0
3.0,0.2,1.0,1.0,0.0,0.0,3.0
3.0,0.526,12.0,6.0,2.0,0.0,26.0
4.0,0.25,2.0,1.0,2.0,0.0,4.0
4.0,0.2,2.0,0.0,0.0,0.0,2.0
4.0,0.25,6.0,1.0,1.0,0.0,4.0
4.0,0.6,2.0,2.0,0.0,0.0,7.0
4.0,0.571,4.0,2.0,0.0,2.0,8.0
4.0,0.333,2.0,1.0,0.0,0.0,3.0
4.0,0.333,4.0,1.0,0.0,0.0,2.0
4.0,0.2,1.0,1.0,0.0,0.0,2.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.647,7.0,8.0,0.0,0.0,28.0
1.0,0.4,5.0,0.0,3.0,0.0,6.0
2.0,0.25,5.0,3.0,1.0,2.0,8.0
3.0,0.75,2.0,0.0,2.0,0.0,24.0
3.0,0.611,5.0,12.0,1.0,1.0,39.0
4.0,0.0,2.0,1.0,1.0,0.0,0.0
4.0,0.333,6.0,1.0,1.0,1.0,7.0
4.0,0.4,0.0,1.0,0.0,0.0,6.0
4.0,0.0,2.0,1.0,0.0,0.0,0.0
4.0,1.0,0.0,0.0,0.0,0.0,2.0
1.0,0.462,6.0,2.0,0.0,2.0,17.0
1.0,0.462,7.0,5.0,0.0,1.0,13.0
2.0,0.429,12.0,3.0,0.0,1.0,20.0
3.0,0.5,2.0,0.0,0.0,0.0,16.0
3.0,0.455,3.0,6.0,2.0,1.0,14.0
4.0,0.625,4.0,1.0,2.0,0.0,11.0
4.0,0.333,1.0,6.0,1.0,0.0,2.0
4.0,0.8,2.0,1.0,0.0,0.0,9.0
4.0,0.375,6.0,1.0,1.0,0.0,8.0
4.0,1.0,0.0,1.0,0.0,0.0,2.0
1.0,0.571,5.0,0.0,0.0,0.0,21.0
1.0,0.333,5.0,0.0,0.0,1.0,14.0
2.0,0.778,15.0,1.0,2.0,4.0,16.0
3.0,0.231,8.0,7.0,0.0,1.0,8.0
3.0,0.357,1.0,5.0,0.0,0.0,16.0
4.0,0.417,1.0,5.0,0.0,0.0,14.0
4.0,0.333,2.0,2.0,1.0,0.0,5.0
4.0,0.429,10.0,0.0,1.0,0.0,6.0
4.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,0.167,1.0,0.0,1.0,0.0,3.0
1.0,0.5,5.0,1.0,2.0,1.0,22.0
1.0,0.75,8.0,0.0,0.0,2.0,15.0
2.0,0.111,14.0,1.0,2.0,0.0,2.0
3.0,0.375,5.0,5.0,0.0,0.0,7.0
3.0,0.375,2.0,3.0,2.0,0.0,22.0
4.0,0.0,6.0,2.0,0.0,2.0,1.0
4.0,0.5,3.0,0.0,0.0,0.0,6.0
4.0,0.625,2.0,1.0,1.0,0.0,12.0
4.0,0.6,5.0,0.0,1.0,0.0,9.0
4.0,0.25,1.0,0.0,0.0,0.0,2.0
4.0,0.5,1.0,0.0,0.0,1.0,7.0
1.0,0.6,7.0,3.0,3.0,0.0,15.0
1.0,0.545,7.0,0.0,0.0,3.0,32.0
2.0,1.0,4.0,2.0,0.0,2.0,6.0
3.0,0.182,6.0,2.0,0.0,0.0,5.0
3.0,0.478,12.0,15.0,2.0,0.0,32.0
4.0,0.333,4.0,0.0,2.0,0.0,7.0
4.0,0.462,0.0,3.0,0.0,0.0,17.0
4.0,0.0,2.0,1.0,0.0,1.0,0.0
4.0,0.4,1.0,3.0,0.0,0.0,6.0
4.0,0.25,5.0,1.0,2.0,1.0,3.0
1.0,0.357,9.0,2.0,0.0,0.0,15.0
1.0,0.714,2.0,3.0,0.0,0.0,14.0
2.0,0.714,8.0,3.0,0.0,0.0,12.0
3.0,0.4,0.0,5.0,0.0,1.0,5.0
3.0,0.5,5.0,4.0,0.0,0.0,15.0
4.0,0.571,2.0,5.0,1.0,0.0,9.0
4.0,0.545,2.0,1.0,0.0,2.0,20.0
4.0,0.273,7.0,2.0,1.0,0.0,10.0
